name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mesorhizobium australicum	536018	S	161	75	236	0.00006
Mesorhizobium loti	381	S	101	621	722	0.00018
Mesorhizobium oceanicum	1670800	S	96	4	100	0.00002
Mesorhizobium opportunistum	593909	S	17	7	24	0.00001
Mesorhizobium japonicum	2066070	S	12	8	20	0.00000
Mesorhizobium ciceri	39645	S	10	60	70	0.00002
Aminobacter sp. MSH1	374606	S	110	56	166	0.00004
Aminobacter aminovorans	83263	S	79	38	117	0.00003
Chelativorans sp. BNC1	266779	S	245	9	254	0.00006
Nitratireductor sp. OM-1	1756988	S	129	4	133	0.00003
Nitratireductor sp. SY7	2599600	S	35	0	35	0.00001
Hoeflea phototrophica	244596	S	103	2	105	0.00003
Hoeflea sp. IMCC20628	1620421	S	52	0	52	0.00001
Roseitalea porphyridii	1852022	S	60	1	61	0.00002
Phyllobacterium zundukense	1867719	S	56	1	57	0.00001
Oricola sp. MEBiC13590	2742145	S	8	0	8	0.00000
Salaquimonas pukyongi	2712698	S	1	0	1	0.00000
Rhizobium leguminosarum	384	S	398	41	439	0.00011
Rhizobium oryzihabitans	2267833	S	368	239	607	0.00015
Rhizobium phaseoli	396	S	316	96	412	0.00010
Rhizobium sp. WL3	2603277	S	90	7	97	0.00002
Rhizobium sp. CIAT894	2020312	S	52	3	55	0.00001
Rhizobium sp. NXC24	2048897	S	40	1	41	0.00001
Rhizobium sp. ACO-34A	1571470	S	37	1	38	0.00001
Rhizobium sp. IE4771	1301032	S	27	19	46	0.00001
Rhizobium sp. 11515TR	2028343	S	18	0	18	0.00000
Rhizobium sp. NXC14	1981173	S	12	0	12	0.00000
Rhizobium sp. ADMK78	1813451	S	10	0	10	0.00000
Rhizobium sp. Khangiran2	1435607	S	2	3	5	0.00000
Rhizobium sp. JKLM19E	2583232	S	1	0	1	0.00000
Rhizobium sp. JKLM12A2	2583231	S	1	1	2	0.00000
Rhizobium sp. Kim5	2020311	S	1	0	1	0.00000
Rhizobium sp. TAL182	2020313	S	1	0	1	0.00000
Rhizobium pusense	648995	S	311	548	859	0.00021
Rhizobium favelukesii	348824	S	183	45	228	0.00006
Rhizobium etli	29449	S	116	13	129	0.00003
Rhizobium jaguaris	1312183	S	102	3	105	0.00003
Rhizobium daejeonense	240521	S	57	2	59	0.00001
Rhizobium rhizoryzae	451876	S	33	2	35	0.00001
Rhizobium pseudoryzae	379684	S	23	1	24	0.00001
Rhizobium flavum	1335061	S	22	35	57	0.00001
Rhizobium tropici	398	S	16	0	16	0.00000
Rhizobium gallicum	56730	S	5	0	5	0.00000
Rhizobium acidisoli	1538158	S	5	0	5	0.00000
Rhizobium grahamii	1120045	S	2	0	2	0.00000
Agrobacterium tumefaciens	358	S	307	316	623	0.00015
Agrobacterium fabrum	1176649	S	5	7	12	0.00000
Agrobacterium sp. T29	2580515	S	191	56	247	0.00006
Agrobacterium sp. MA01	2664893	S	60	17	77	0.00002
Agrobacterium vitis	373	S	66	1	67	0.00002
Agrobacterium rhizogenes	359	S	18	3	21	0.00001
Agrobacterium larrymoorei	160699	S	6	0	6	0.00000
Neorhizobium galegae	399	S	137	3	140	0.00003
Neorhizobium sp. NCHU2750	1825976	S	19	6	25	0.00001
Neorhizobium sp. SOG26	2060726	S	1	0	1	0.00000
Sinorhizobium meliloti	382	S	234	14	248	0.00006
Sinorhizobium fredii	380	S	186	108	294	0.00007
Sinorhizobium medicae	110321	S	140	13	153	0.00004
Sinorhizobium americanum	194963	S	83	8	91	0.00002
Sinorhizobium sp. RAC02	1842534	S	38	2	40	0.00001
Sinorhizobium sp. CCBAU 05631	794846	S	2	0	2	0.00000
Ensifer adhaerens	106592	S	180	20	200	0.00005
Ensifer alkalisoli	1752398	S	12	3	15	0.00000
Ensifer sojae	716925	S	2	0	2	0.00000
Shinella sp. HZN7	879274	S	134	54	188	0.00005
Georhizobium profundi	2341112	S	36	3	39	0.00001
Candidatus Liberibacter solanacearum	556287	S	1	0	1	0.00000
Liberibacter crescens	1273132	S	1	0	1	0.00000
Methylobacterium sp. 17Sr1-43	2202828	S	362	21	383	0.00009
Methylobacterium sp. 17Sr1-1	2202826	S	303	83	386	0.00009
Methylobacterium sp. 4-46	426117	S	267	8	275	0.00007
Methylobacterium sp. DM1	2067957	S	267	265	532	0.00013
Methylobacterium sp. WL1	2603276	S	12	0	12	0.00000
Methylobacterium sp. AMS5	925818	S	7	3	10	0.00000
Methylobacterium sp. XJLW	739141	S	1	45	46	0.00001
Methylobacterium brachiatum	269660	S	353	124	477	0.00012
Methylobacterium currus	2051553	S	261	96	357	0.00009
Methylobacterium nodulans	114616	S	150	3	153	0.00004
Methylobacterium durans	2202825	S	138	4	142	0.00003
Methylobacterium terrae	2202827	S	82	21	103	0.00003
Methylobacterium aquaticum	270351	S	36	9	45	0.00001
Methylobacterium mesophilicum	39956	S	24	2	26	0.00001
Methylobacterium radiotolerans	31998	S	10	125	135	0.00003
Methylobacterium phyllosphaerae	418223	S	6	57	63	0.00002
Methylorubrum populi	223967	S	194	49	243	0.00006
Methylorubrum extorquens	408	S	56	44	100	0.00002
Microvirga sp. HR1	2651334	S	134	4	138	0.00003
Microvirga sp. 17 mud 1-3	2082949	S	7	0	7	0.00000
Microvirga ossetica	1882682	S	108	2	110	0.00003
Devosia sp. I507	2083786	S	278	7	285	0.00007
Devosia sp. 1566	2499144	S	208	5	213	0.00005
Devosia sp. A16	1736675	S	102	1	103	0.00003
Devosia ginsengisoli	400770	S	358	8	366	0.00009
Rhodoplanes sp. Z2-YC6860	674703	S	395	4	399	0.00010
Hyphomicrobium denitrificans	53399	S	291	46	337	0.00008
Hyphomicrobium sp. MC1	717785	S	31	5	36	0.00001
Hyphomicrobium nitrativorans	1427356	S	2	0	2	0.00000
Pelagibacterium halotolerans	531813	S	181	7	188	0.00005
Youhaiella tibetensis	1447062	S	124	2	126	0.00003
Blastochloris viridis	1079	S	32	0	32	0.00001
Blastochloris tepida	2233851	S	28	0	28	0.00001
Rhodomicrobium vannielii	1069	S	46	0	46	0.00001
Candidatus Filomicrobium marinum	1608628	S	4	0	4	0.00000
Ochrobactrum anthropi	529	S	1044	1538	2582	0.00063
Ochrobactrum quorumnocens	271865	S	245	8	253	0.00006
Ochrobactrum pseudogrignonense	419475	S	64	53	117	0.00003
Ochrobactrum pituitosum	571256	S	18	14	32	0.00001
Brucella sp. 09RB8910	1844051	S	19	3	22	0.00001
Brucella sp. 2280	2592625	S	3	0	3	0.00000
Brucella sp. 10RB9215	1149953	S	1	0	1	0.00000
Brucella melitensis	29459	S	2	35	37	0.00001
Pseudolabrys sp. FHR47	2562284	S	113	2	115	0.00003
Pseudolabrys taiwanensis	331696	S	89	1	90	0.00002
Xanthobacter autotrophicus	280	S	166	32	198	0.00005
Labrys neptuniae	376174	S	135	1	136	0.00003
Ancylobacter pratisalsi	1745854	S	83	6	89	0.00002
Ancylobacter sp. TS-1	1850374	S	40	6	46	0.00001
Starkeya sp. ORNL1	2709380	S	71	3	74	0.00002
Starkeya novella	921	S	25	2	27	0.00001
Azorhizobium caulinodans	7	S	80	4	84	0.00002
Aureimonas sp. AU20	1349819	S	194	2	196	0.00005
Martelella mediterranea	293089	S	96	15	111	0.00003
Martelella sp. AD-3	686597	S	24	3	27	0.00001
Martelella endophytica	1486262	S	19	0	19	0.00000
Methyloceanibacter sp. wino2	2170729	S	232	1	233	0.00006
Methyloceanibacter caenitepidi	1384459	S	1	0	1	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	43	0	43	0.00001
Hartmannibacter diazotrophicus	1482074	S	18	0	18	0.00000
Nordella sp. HKS 07	2712222	S	17	0	17	0.00000
Methyloligella sp. GL2	2742204	S	10	0	10	0.00000
Candidatus Hodgkinia cicadicola	573658	S	3	0	3	0.00000
Methylocystis bryophila	655015	S	111	6	117	0.00003
Methylocystis rosea	173366	S	46	33	79	0.00002
Methylocystis heyeri	391905	S	13	0	13	0.00000
Methylocystis parvus	134	S	3	0	3	0.00000
Methylocystis sp. SC2	187303	S	1	1	2	0.00000
Methylosinus trichosporium	426	S	46	3	49	0.00001
Methylosinus sp. C49	2699395	S	39	3	42	0.00001
Chelatococcus daeguensis	444444	S	223	14	237	0.00006
Chelatococcus sp. CO-6	1702325	S	21	1	22	0.00001
Methylocella tundrae	227605	S	112	1	113	0.00003
Methylocella silvestris	199596	S	72	1	73	0.00002
Beijerinckiaceae bacterium RH AL1	2572036	S	25	1	26	0.00001
Beijerinckiaceae bacterium	1978229	S	2	0	2	0.00000
Methylovirgula ligni	569860	S	22	0	22	0.00001
Beijerinckia indica	533	S	1	0	1	0.00000
Bartonella sp. WD16.2	1933904	S	2	125	127	0.00003
Bartonella vinsonii	33047	S	1	32	33	0.00001
Parvibaculum lavamentivorans	256618	S	56	5	61	0.00002
Pyruvatibacter mobilis	1712261	S	17	0	17	0.00000
Rhodobiaceae bacterium	2026785	S	1	0	1	0.00000
Breoghania sp. L-A4	2304600	S	26	0	26	0.00001
Lichenihabitans psoromatis	2528642	S	23	0	23	0.00001
Candidatus Nucleicultrix amoebiphila	1509244	S	34514	70	34584	0.00843
Candidatus Cytomitobacter indipagum	2601575	S	2	0	2	0.00000
Sphingomonas sp. CL5.1	2653203	S	496	45	541	0.00013
Sphingomonas sp. AAP5	1523415	S	471	79	550	0.00013
Sphingomonas sp. HMP6	1517551	S	457	72	529	0.00013
Sphingomonas sp. HKS19	1813879	S	449	15	464	0.00011
Sphingomonas sp. Cra20	1327635	S	447	27	474	0.00012
Sphingomonas sp. LM7	1938607	S	339	32	371	0.00009
Sphingomonas sp. FARSPH	2219696	S	178	187	365	0.00009
Sphingomonas sp. KC8	1030157	S	139	189	328	0.00008
Sphingomonas sp. C33	2698679	S	135	5	140	0.00003
Sphingomonas sp. MM-1	745310	S	129	77	206	0.00005
Sphingomonas sp. IC081	304378	S	100	23	123	0.00003
Sphingomonas sp. XS-10	2599297	S	100	3	103	0.00003
Sphingomonas sp. NIC1	1961362	S	94	226	320	0.00008
Sphingomonas sp. HMP9	1517554	S	87	38	125	0.00003
Sphingomonas sp. PAMC26645	2565555	S	87	24	111	0.00003
Sphingomonas sp. LMO-1	2681549	S	67	2	69	0.00002
Sphingomonas sp. CSW-10	2698828	S	38	0	38	0.00001
Sphingomonas sp. C8-2	2492837	S	23	38	61	0.00001
Sphingomonas sp. AP4-R1	2735134	S	11	0	11	0.00000
Sphingomonas sp. LK11	1390395	S	7	1	8	0.00000
Sphingomonas sp. HDW15A	2714942	S	7	0	7	0.00000
Sphingomonas sp. HDW15B	2714943	S	7	0	7	0.00000
Sphingomonas sp. AE3	2594473	S	5	0	5	0.00000
Sphingomonas sp. MK52	2711156	S	5	0	5	0.00000
Sphingomonas sp. YZ-8	2319844	S	3	0	3	0.00000
Sphingomonas sp. HDW15C	2714944	S	3	0	3	0.00000
Sphingomonas panacis	1560345	S	1224	37	1261	0.00031
Sphingomonas taxi	1549858	S	457	31	488	0.00012
Sphingomonas sanxanigenens	397260	S	418	118	536	0.00013
Sphingomonas koreensis	93064	S	362	201	563	0.00014
Sphingomonas hengshuiensis	1609977	S	299	6	305	0.00007
Sphingomonas paucimobilis	13689	S	168	71	239	0.00006
Sphingomonas insulae	424800	S	132	9	141	0.00003
Sphingomonas wittichii	160791	S	129	48	177	0.00004
Sphingomonas indica	941907	S	100	1	101	0.00002
Sphingomonas echinoides	59803	S	65	494	559	0.00014
Sphingomonas melonis	152682	S	55	111	166	0.00004
Sphingomonas ginsengisoli An et al. 2013	363835	S	10	0	10	0.00000
Novosphingobium aromaticivorans	48935	S	923	86	1009	0.00025
Novosphingobium sp. ABRDHK2	2571749	S	369	69	438	0.00011
Novosphingobium sp. THN1	1016987	S	196	4	200	0.00005
Novosphingobium sp. PP1Y	702113	S	40	3	43	0.00001
Novosphingobium sp. P6W	1609758	S	31	0	31	0.00001
Novosphingobium sp. Gsoil 351	2675225	S	15	0	15	0.00000
Novosphingobium resinovorum	158500	S	99	24	123	0.00003
Novosphingobium pentaromativorans	205844	S	95	31	126	0.00003
Novosphingobium ginsenosidimutans	1176536	S	25	0	25	0.00001
Novosphingobium tardaugens	169176	S	11	2	13	0.00000
Sphingopyxis sp. 113P3	292913	S	480	95	575	0.00014
Sphingopyxis sp. EG6	1874061	S	185	61	246	0.00006
Sphingopyxis sp. QXT-31	1357916	S	147	8	155	0.00004
Sphingopyxis sp. FD7	1914525	S	53	7	60	0.00001
Sphingopyxis sp. PAMC25046	2565556	S	12	2	14	0.00000
Sphingopyxis sp. MG	1866325	S	5	36	41	0.00001
Sphingopyxis sp. LPB0140	1913578	S	1	0	1	0.00000
Sphingopyxis macrogoltabida	33050	S	279	61	340	0.00008
Sphingopyxis alaskensis	117207	S	73	5	78	0.00002
Sphingopyxis lindanitolerans	2054227	S	25	5	30	0.00001
Sphingopyxis fribergensis	1515612	S	19	4	23	0.00001
Sphingopyxis granuli	267128	S	14	46	60	0.00001
Sphingobium sp. SCG-1	2072936	S	192	0	192	0.00005
Sphingobium sp. SYK-6	627192	S	111	13	124	0.00003
Sphingobium sp. TKS	1315974	S	64	29	93	0.00002
Sphingobium sp. PAMC28499	2565554	S	64	67	131	0.00003
Sphingobium sp. YG1	2082188	S	43	9	52	0.00001
Sphingobium sp. RAC03	1843368	S	30	1	31	0.00001
Sphingobium sp. EP60837	1855519	S	23	1	24	0.00001
Sphingobium sp. CAP-1	2676077	S	10	3	13	0.00000
Sphingobium sp. MI1205	407020	S	5	3	8	0.00000
Sphingobium sp. YBL2	484429	S	1	2	3	0.00000
Sphingobium yanoikuyae	13690	S	130	157	287	0.00007
Sphingobium amiense	135719	S	70	54	124	0.00003
Sphingobium baderi	1332080	S	62	39	101	0.00002
Sphingobium hydrophobicum	1673076	S	49	19	68	0.00002
Sphingobium fuliginis	336203	S	18	35	53	0.00001
Sphingobium japonicum	332056	S	16	14	30	0.00001
Sphingobium chlorophenolicum	46429	S	11	2	13	0.00000
Sphingobium herbicidovorans	76947	S	7	2	9	0.00000
Sphingobium indicum	332055	S	2	2	4	0.00000
Sphingobium cloacae	120107	S	1	0	1	0.00000
Sphingosinicella sp. BN140058	1892855	S	275	1	276	0.00007
Sphingosinicella microcystinivorans	335406	S	15	0	15	0.00000
Sphingosinithalassobacter sp. zrk23	2711215	S	262	26	288	0.00007
Sphingorhabdus sp. YGSMI21	2077182	S	80	0	80	0.00002
Sphingorhabdus sp. SMR4y	2584094	S	34	0	34	0.00001
Sphingorhabdus sp. M41	1806885	S	8	0	8	0.00000
Sphingorhabdus sp. JK6	2725558	S	2	0	2	0.00000
Citromicrobium sp. JL477	1634516	S	50	4	54	0.00001
Parasphingopyxis algicola	2026624	S	42	0	42	0.00001
Parasphingopyxis sp. CP4	2724527	S	8	0	8	0.00000
Blastomonas fulva	1550728	S	16	16	32	0.00001
Blastomonas sp. RAC04	1842535	S	7	6	13	0.00000
Rhizorhabdus dicambivorans	1850238	S	27	10	37	0.00001
Zymomonas mobilis	542	S	3	1	4	0.00000
Porphyrobacter sp. YT40	2547601	S	1918	358	2276	0.00056
Porphyrobacter sp. CACIAM 03H1	2003315	S	69	1	70	0.00002
Porphyrobacter sp. HT-58-2	2023229	S	21	0	21	0.00001
Porphyrobacter sp. LM 6	1896196	S	7	0	7	0.00000
Porphyrobacter neustonensis	1112	S	3	0	3	0.00000
Altererythrobacter sp. NS1	2338327	S	272	5	277	0.00007
Altererythrobacter sp. BO-6	2604537	S	113	1	114	0.00003
Altererythrobacter sp. B11	2060312	S	38	2	40	0.00001
Altererythrobacter sp. TH136	2067415	S	25	0	25	0.00001
Altererythrobacter sp. ZODW24	2185142	S	9	0	9	0.00000
Altererythrobacter atlanticus	1267766	S	224	29	253	0.00006
Altererythrobacter dongtanensis	692370	S	60	0	60	0.00001
Altererythrobacter namhicola	645517	S	18	0	18	0.00000
Altererythrobacter marensis	543877	S	12	0	12	0.00000
Altererythrobacter mangrovi	1982042	S	11	0	11	0.00000
Altererythrobacter epoxidivorans	361183	S	7	0	7	0.00000
Altererythrobacter ishigakiensis	476157	S	1	0	1	0.00000
Croceicoccus naphthovorans	1348774	S	323	141	464	0.00011
Croceicoccus marinus	450378	S	86	11	97	0.00002
Qipengyuania sediminis	1532023	S	392	2	394	0.00010
Erythrobacter litoralis	39960	S	87	10	97	0.00002
Erythrobacter aureus	2182384	S	61	0	61	0.00002
Erythrobacter flavus	192812	S	59	13	72	0.00002
Erythrobacter atlanticus	1648404	S	58	5	63	0.00002
Erythrobacter sp. HL-111	1798193	S	22	0	22	0.00001
Erythrobacter sp. KY5	2011159	S	9	0	9	0.00000
Erythrobacter sp. EB310	2739433	S	9	0	9	0.00000
Erythrobacter sp. HKB08	2502843	S	3	0	3	0.00000
Erythrobacter sp. THAF29	2587851	S	2	0	2	0.00000
Erythrobacter seohaensis	266951	S	17	0	17	0.00000
Paracoccus yeei	147645	S	395	292	687	0.00017
Paracoccus contaminans	1945662	S	275	19	294	0.00007
Paracoccus sp. 2251	2560053	S	87	7	94	0.00002
Paracoccus sp. Arc7-R13	2500532	S	69	13	82	0.00002
Paracoccus sp. BM15	1529068	S	35	0	35	0.00001
Paracoccus sp. AK26	2589076	S	25	2	27	0.00001
Paracoccus sp. SC2-6	2259340	S	23	2	25	0.00001
Paracoccus sanguinis	1545044	S	103	6	109	0.00003
Paracoccus pantotrophus	82367	S	101	9	110	0.00003
Paracoccus zhejiangensis	1077935	S	56	7	63	0.00002
Paracoccus aminophilus	34003	S	46	1	47	0.00001
Paracoccus aminovorans	34004	S	25	2	27	0.00001
Paracoccus denitrificans	266	S	23	3	26	0.00001
Paracoccus kondratievae	135740	S	14	1	15	0.00000
Paracoccus jeotgali	2065379	S	5	0	5	0.00000
Paracoccus mutanolyticus	1499308	S	1	1	2	0.00000
Rhodobacteraceae bacterium	1904441	S	1321	374	1695	0.00041
Rhodobacteraceae bacterium QY30	2033435	S	53	0	53	0.00001
Rhodobacteraceae bacterium BAR1	2171755	S	14	0	14	0.00000
Rhodobacteraceae bacterium SH-1	2605946	S	13	1	14	0.00000
Rhodobacteraceae bacterium 9Alg 56	2683284	S	5	0	5	0.00000
Pannonibacter phragmitetus	121719	S	1286	703	1989	0.00049
Tabrizicola piscis	2494374	S	739	18	757	0.00018
Rhodobacter sp. LPB0142	1850250	S	223	73	296	0.00007
Rhodobacter sp. CZR27	2033869	S	2	3	5	0.00000
Rhodobacter blasticus	1075	S	64	8	72	0.00002
Rhodobacter sphaeroides	1063	S	54	32	86	0.00002
Rhodobacter capsulatus	1061	S	37	5	42	0.00001
Roseovarius indicus	540747	S	392	97	489	0.00012
Roseovarius sp. THAF9	2587847	S	17	9	26	0.00001
Roseovarius sp. THAF27	2587850	S	4	29	33	0.00001
Roseovarius sp. THAF8	2587846	S	1	7	8	0.00000
Confluentimicrobium sp. EMB200-NS6	1609966	S	263	103	366	0.00009
Antarctobacter heliothermus	74033	S	246	2	248	0.00006
Leisingera methylohalidivorans	133924	S	113	3	116	0.00003
Leisingera aquaemixtae	1396826	S	88	2	90	0.00002
Leisingera sp. NJS201	2508306	S	2	13	15	0.00000
Leisingera sp. NJS204	2508307	S	1	6	7	0.00000
Mameliella alba	561184	S	202	23	225	0.00006
Sulfitobacter pseudonitzschiae	1402135	S	100	34	134	0.00003
Sulfitobacter sp. AM1-D1	1917485	S	35	20	55	0.00001
Sulfitobacter sp. SK025	1389011	S	13	4	17	0.00000
Sulfitobacter sp. SK011	1389004	S	6	0	6	0.00000
Sulfitobacter sp. JL08	2070369	S	6	0	6	0.00000
Ruegeria pomeroyi	89184	S	125	2	127	0.00003
Ruegeria sp. TM1040	292414	S	5	0	5	0.00000
Ruegeria sp. AD91A	2293862	S	1	14	15	0.00000
Pseudohalocynthiibacter aestuariivivens	1591409	S	142	13	155	0.00004
Celeribacter manganoxidans	1411902	S	77	9	86	0.00002
Celeribacter indicus	1208324	S	51	22	73	0.00002
Celeribacter marinus	1397108	S	4	0	4	0.00000
Celeribacter ethanolicus	1758178	S	3	0	3	0.00000
Labrenzia sp. THAF82	2587861	S	33	2	35	0.00001
Labrenzia sp. PHM005	2590016	S	18	0	18	0.00000
Labrenzia sp. VG12	2021862	S	2	0	2	0.00000
Labrenzia sp. THAF35	2587854	S	1	30	31	0.00001
Labrenzia aggregata	187304	S	44	6	50	0.00001
Yoonia vestfoldensis	245188	S	129	22	151	0.00004
Pseudovibrio sp. FO-BEG1	911045	S	108	1	109	0.00003
Marinovum algicola	42444	S	105	24	129	0.00003
Dinoroseobacter shibae	215813	S	97	33	130	0.00003
Stappia indica	538381	S	83	1	84	0.00002
Stappia sp. ES.058	1881061	S	13	0	13	0.00000
Rhodovulum sp. P5	1564506	S	50	1	51	0.00001
Rhodovulum sp. MB263	308754	S	28	0	28	0.00001
Rhodovulum sulfidophilum	35806	S	6	0	6	0.00000
Defluviimonas alba	1335048	S	71	11	82	0.00002
Paraoceanicella profunda	2579971	S	58	6	64	0.00002
Silicimonas algicola	1826607	S	53	0	53	0.00001
Yangia sp. CCB-MM3	1792508	S	31	6	37	0.00001
Yangia pacifica	311180	S	10	2	12	0.00000
Phaeobacter inhibens	221822	S	30	6	36	0.00001
Phaeobacter piscinae	1580596	S	7	2	9	0.00000
Phaeobacter gallaeciensis	60890	S	6	1	7	0.00000
Roseobacter ponti	1891787	S	20	0	20	0.00000
Roseobacter litoralis	42443	S	17	0	17	0.00000
Roseobacter denitrificans	2434	S	4	1	5	0.00000
Sagittula sp. P11	2009329	S	41	18	59	0.00001
Thioclava nitratireducens	1915078	S	40	2	42	0.00001
Roseivivax sp. THAF30	2587852	S	14	1	15	0.00000
Roseivivax sp. THAF197b	2588299	S	10	22	32	0.00001
Roseivivax sp. THAF40	2587858	S	5	14	19	0.00000
Salipiger profundus	1229727	S	22	7	29	0.00001
Gemmobacter sp. HYN0069	2169400	S	19	0	19	0.00000
Halovulum dunhuangense	1505036	S	18	0	18	0.00000
Thalassococcus sp. S3	2017482	S	14	0	14	0.00000
Oceanicola sp. D3	2587163	S	14	0	14	0.00000
Octadecabacter temperatus	1458307	S	6	0	6	0.00000
Octadecabacter sp. SW4	2602067	S	4	0	4	0.00000
Octadecabacter arcticus	53946	S	2	0	2	0.00000
Jannaschia sp. CCS1	290400	S	11	0	11	0.00000
Haematobacter massiliensis	195105	S	10	2	12	0.00000
Pelagibaca abyssi	1250539	S	8	2	10	0.00000
Litoreibacter sp. LN3S51	2599296	S	7	0	7	0.00000
Ketogulonicigenium vulgare	92945	S	3	0	3	0.00000
Ketogulonicigenium robustum	92947	S	2	0	2	0.00000
Roseibacterium elongatum	159346	S	4	0	4	0.00000
Rhodobaca barguzinensis	441209	S	3	0	3	0.00000
Maribius sp. THAF1	2587842	S	2	0	2	0.00000
Brevirhabdus pacifica	1267768	S	2	0	2	0.00000
Boseongicola sp. CCM32	2552942	S	2	0	2	0.00000
Tateyamaria omphalii	299262	S	1	0	1	0.00000
Marivivens sp. JLT3646	1920883	S	1	0	1	0.00000
Monaibacterium sp. ALG8	2715211	S	1	0	1	0.00000
Planktomarina temperata	1284658	S	1	0	1	0.00000
Hyphomonas neptunium	81032	S	1432	12	1444	0.00035
Hyphomonas sp. Mor2	1906738	S	12	0	12	0.00000
Hyphomonas sp. CACIAM 19H1	1873716	S	3	0	3	0.00000
Maricaulis maris	74318	S	41	0	41	0.00001
Glycocaulis alkaliphilus	1434191	S	8	0	8	0.00000
Hirschia baltica	2724	S	5	0	5	0.00000
Brevundimonas sp. SGAir0440	2579977	S	805	53	858	0.00021
Brevundimonas sp. 'scallop'	2562582	S	643	180	823	0.00020
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	367	61	428	0.00010
Brevundimonas sp. DS20	1532555	S	289	84	373	0.00009
Brevundimonas sp. LM2	1938605	S	121	1	122	0.00003
Brevundimonas sp. Bb-A	2560058	S	102	27	129	0.00003
Brevundimonas sp. MF30-B	2561924	S	89	1	90	0.00002
Brevundimonas sp. M20	2591463	S	63	1	64	0.00002
Brevundimonas diminuta	293	S	2143	1217	3360	0.00082
Brevundimonas vesicularis	41276	S	524	448	972	0.00024
Brevundimonas naejangsanensis	588932	S	194	8	202	0.00005
Brevundimonas vancanneytii	1325724	S	184	152	336	0.00008
Brevundimonas mediterranea	74329	S	160	9	169	0.00004
Brevundimonas subvibrioides	74313	S	33	0	33	0.00001
Caulobacter sp. K31	366602	S	250	27	277	0.00007
Caulobacter sp. FWC26	69665	S	73	10	83	0.00002
Caulobacter sp. Ji-3-8	2708539	S	45	8	53	0.00001
Caulobacter rhizosphaerae	2010972	S	333	19	352	0.00009
Caulobacter segnis	88688	S	244	16	260	0.00006
Caulobacter flavus	1679497	S	71	3	74	0.00002
Caulobacter mirabilis	69666	S	29	0	29	0.00001
Caulobacter vibrioides	155892	S	24	2	26	0.00001
Caulobacter henricii	69395	S	8	0	8	0.00000
Phenylobacterium zucineum	284016	S	146	23	169	0.00004
Phenylobacterium sp. HYN0004	2201350	S	22	3	25	0.00001
Asticcacaulis excentricus	78587	S	171	4	175	0.00004
Caulobacteraceae bacterium 0127_4	2686094	S	9	0	9	0.00000
Caulobacteraceae bacterium OTSz_A_272	1759059	S	3	0	3	0.00000
Azospirillum sp. TSH100	652764	S	113	43	156	0.00004
Azospirillum sp. CFH 70021	2202148	S	92	9	101	0.00002
Azospirillum sp. TSA2s	709810	S	53	55	108	0.00003
Azospirillum sp. TSH58	664962	S	32	45	77	0.00002
Azospirillum lipoferum	193	S	165	89	254	0.00006
Azospirillum brasilense	192	S	69	36	105	0.00003
Azospirillum oryzae	286727	S	60	73	133	0.00003
Azospirillum thiophilum	528244	S	24	5	29	0.00001
Azospirillum ramasamyi	682998	S	9	4	13	0.00000
Azospirillum humicireducens	1226968	S	2	1	3	0.00000
Nitrospirillum amazonense	28077	S	556	22	578	0.00014
Magnetospirillum gryphiswaldense	55518	S	237	4	241	0.00006
Magnetospirillum sp. ME-1	1639348	S	39	105	144	0.00004
Magnetospirillum sp. XM-1	1663591	S	13	31	44	0.00001
Magnetospirillum magneticum	84159	S	25	4	29	0.00001
Hypericibacter adhaerens	2602016	S	266	23	289	0.00007
Hypericibacter terrae	2602015	S	21	1	22	0.00001
Pararhodospirillum photometricum	1084	S	85	1	86	0.00002
Niveispirillum cyanobacteriorum	1612173	S	69	4	73	0.00002
Rhodospirillaceae bacterium B3	2728875	S	51	2	53	0.00001
Rhodospirillum rubrum	1085	S	44	0	44	0.00001
Rhodospirillum centenum	34018	S	6	0	6	0.00000
Tistrella mobilis	171437	S	36	2	38	0.00001
Indioceanicola profundi	2220096	S	34	1	35	0.00001
Ferrovibrio terrae	2594003	S	23	0	23	0.00001
Haematospirillum jordaniae	1549855	S	22	0	22	0.00001
Magnetospira sp. QH-2	1288970	S	19	0	19	0.00000
Thalassospira xiamenensis	220697	S	4	5	9	0.00000
Thalassospira marina	2048283	S	3	2	5	0.00000
Thalassospira indica	1891279	S	1	1	2	0.00000
Skermanella pratensis	2233999	S	14	0	14	0.00000
Stella humosa	94	S	361	24	385	0.00009
Roseomonas gilardii	257708	S	113	8	121	0.00003
Roseomonas sp. FDAARGOS_362	2018065	S	96	112	208	0.00005
Roseomonas mucosa	207340	S	8	14	22	0.00001
Acetobacter ghanensis	431306	S	164	12	176	0.00004
Acetobacter pasteurianus	438	S	1	1	2	0.00000
Acetobacter orientalis	146474	S	1	0	1	0.00000
Bombella sp. KACC 21507	2697033	S	141	1	142	0.00003
Acetobacteraceae bacterium	1909293	S	75	0	75	0.00002
Asaia bogorensis	91915	S	64	1	65	0.00002
Granulibacter bethesdensis	364410	S	51	0	51	0.00001
Komagataeibacter nataicola	265960	S	11	3	14	0.00000
